,,GENERAL,,,,,,,,REJECTED BALLOT PAPERS,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,ADDITIONAL DATA,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,A. Issue of postal ballot papers,,,,,B (1). Receipt of and replacement postal ballot papers,,,,,,,,,B (2). Receipt of postal ballot papers – Personal Identifiers,,,C. Count of postal ballot papers,,Proxies and waivers,,,PV rejection,,,,,,,,Misc.,,,Registrations,,,,,,,
County,District,Electorate ,Electorate minus uncontested divisions,Total valid votes cast,Valid votes turnout (%),Total ballots at the count,Ballot box turnout (incl. votes rejected at count) (%),Total number of ballots returned by close of poll,Total vote turnout (incl. postal votes rejected and votes  rejected at count) (%),No official mark,Voting for more candidates,Writing or mark by which the voter could be identified,Unmarked,Rejected in part,Total number of ballot papers rejected at the count ,Number of postal ballot papers issued,"Total number of ballot papers issued under regulations 77, 78 & 78A",Total number of ballot papers cancelled under 86A,Total number of postal ballot papers issued A1 to A3,Total number of Ballot papers cancelled under Para 78A,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of postal ballot s returned spoilt for cancellation in time for re-issue,Number of postal ballots lost or not received in time for a re-issue,Number of ballot papers cancelled and retrieved in time for re-issue,Number of ballot papers returned as spoilt too late for re-issue,Number of covering envelopes returned as undelivered (up to 25th after date of Poll,Number of covering envelopes NOT received by the Returning Officer by 25th Day,TOTAL numbers B6 to B13,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',1) Number of electors who appointed a proxy to vote on their behalf,2) Emergency proxies issued,3) How many waivers were granted for this election?,4.a) PV statement rejected (No signature),4.b) PV statement rejected (No DoB),4.c) PV statement rejected (Both),4.d) PV statement rejected (Mismatched signature),4.e) PV statement rejected (Mismatched DoB),4.f) PV statement rejected (Mismatched both),4.g) Ballot paper not returned,4.h) Postal voting statement unreturned,5) What was the total number of polling stations used?,6) No. of covering envelopes returned on polling day before 10pm,7) No. of covering envelopes returned on the day AFTER polling day before 10pm,8) Total number of new electors added 01/12/16 - 04/04/17,9) Total number of new electors added to the register via the second and final notices of alteration (26.04.17).,10) No. of applications to register after registration deadline,11) Total No. of applications between 22/11/16 - 24/03/17,12) Total No. of DUPLICATE applications between 22/11/15 - 24/03/17,13) Total No. of applications between 25/03/17 - 13/04/17,14) Total No. of DUPLICATE applications between 25/03/17 - 13/04/17,15) No. of people who tried to vote on polling day - not registered
Essex,Chelmsford,"131,096","131,096",42234,32.2%,"42,298",32.3%,"42,202",32.2%,8,17,0,39,0,64,"16,795",47,0,"16,842",26,"11,230",104,2,19,0,0,73,"5,414","16,842","11,230",13,39,"11,065",109,68,2,116,7,7,3,11,23,1,20,95,88,11502,14,3674,984,2830,5860,1823,1207,372,0
Essex,Colchester,"129,695","129,695",43997,33.9%,"44,065",34.0%,"44,344",34.2%,0,22,3,43,0,68,"18,944",425,0,"19,369",18,"13,183",54,2,405,0,0,66,"5,262","18,964","13,550",2,167,"12,904",85,200,5,93,2,0,0,79,72,16,37,36,102,"1,031",67,"3,552","1,365","3,086","5,607","1,207","1,482",344,
Essex,Epping Forest,"103,192","103,192",28604,27.7%,"28,705",27.8%,"28,848",28.0%,0,18,4,74,5,101,"9,756",17,56,"9,818",10,"7,061",45,0,6,0,0,24,"2,696","9,817","7,061",7,130,"6,918",144,56,10,70,0,0,0,49,72,7,0,0,73,25,15,2040,630,1436,3387,905,809,183,
Essex,Harlow,"61,766","61,766",17611,28.5%,"17,661",28.6%,"17,903",29.0%,0,16,1,33,0,50,"8,682",5,0,"8,687",1,"6,163",123,0,4,0,0,14,"2,382","8,686","6,163",4,78,"5,921",158,32,0,44,1,2,1,59,17,2,5,28,23,102,64,1550,372,858,2839,773,491,133,0
Essex,Maldon,"49,694","49,694",15644,31.5%,"15,677",31.5%,"15,694",31.6%,0,16,0,14,3,33,"6,382",36,0,"6,418",8,"3,965",38,12,14,0,0,12,"2,377","6,418","3,934",17,15,"3,948",36,36,7,14,5,0,10,0,4,0,2,11,46,3965,13,1419,411,668,2378,756,600,215,7
Essex,Rochford,"65,681","65,681",21120,32.2%,"21,145",32.2%,"21,356",32.5%,0,7,0,18,0,25,"10,512",15,0,"10,527",7,"7,272",86,3,5,0,0,20,"3,143","10,529","7,272",96,82,"7,061",211,32,0,65,10,1,85,25,54,3,18,15,45,1241,29,1217,506,805,1906,581,716,218,2
Essex,Tendring,"110,152","110,152",36519,33.2%,"36,597",33.2%,"38,092",34.6%,6,14,1,57,0,78,"16,448",6,0,"16,454",6,"11,590",122,3,0,1,0,0,"4,751","16,467","11,590",67,72,"11,408",182,99,0,101,7,4,38,26,37,8,6,6,98,462,28,3697,1398,1655,5050,1023,1641,305,
Essex,Uttlesford,"64,984","64,984",23880,36.7%,"23,907",36.8%,"24,037",37.0%,0,11,0,16,0,27,"9,752",13,0,"9,765",74,"6,546",43,3,10,0,0,45,"3,118","9,765","9,752",17,108,"6,416",45,65,1,37,11,3,14,33,48,2,12,34,78,439,34,1244,646,1176,2327,211,1040,97,
Gloucestershire,Cheltenham,"88,725","88,725",34716,39.1%,"34,762",39.2%,"34,973",39.4%,0,18,0,28,0,46,"17,610",8,0,"17,618",0,"12,575",92,0,8,0,0,73,"4,870","17,618","12,575",41,75,"12,364",211,68,0,72,11,28,2,31,43,1,25,70,49,1357,68,1596,790,1809,4260,167,911,68,1
Gloucestershire,Cotswold,"68,998","68,998",27678,40.1%,"27,728",40.2%,"29,152",42.3%,0,7,2,41,0,50,"12,003",12,0,"12,015",44,"8,379",94,3,7,0,0,38,"3,484","12,005","8,232",16,130,"8,116",255,103,4,112,1,17,2,62,53,16,22,121,117,896,61,3006,646,1582,4901,1305,880,264,
Gloucestershire,Forest Of Dean,"66,810","66,810",22601,33.8%,"22,652",33.9%,"22,900",34.3%,0,25,3,23,0,51,"11,062",2,0,"11,064",60,"7,294",43,1,1,0,0,18,"3,707","11,064","7,295",10,90,"7,046",249,57,2,156,0,10,0,11,77,2,8,141,70,628,43,1553,364,836,2052,269,419,45,0
Gloucestershire,Gloucester,"91,567","91,567",30494,33.3%,"30,548",33.4%,"31,249",34.1%,0,21,3,30,0,54,"18,414",63,0,"18,477",10,"12,597",134,0,53,1,1,53,"5,638","18,477","12,597",43,357,"11,896",701,59,0,170,35,3,5,185,153,19,23,252,72,563,61,"2,461",724,"1,606","3,713",920,822,183,6
Gloucestershire,Stroud,"92,546","92,546",37840,40.9%,"37,942",41.0%,"38,306",41.4%,0,22,6,74,0,102,"15,466",69,0,"15,535",47,"10,696",109,6,16,0,0,63,"4,789","15,679","10,696",1,196,"10,332",456,185,1,92,0,1,0,89,78,29,180,56,96,1204,98,2260,726,1930,4204,1040,848,222,7
Gloucestershire,Tewkesbury,"68,891","68,891",23528,34.2%,"23,579",34.2%,"23,715",34.4%,2,12,5,32,0,51,"9,153",23,0,"9,176",10,"6,351",101,6,0,5,0,97,"2,616","9,176","6,351",6,35,"6,215",95,59,2,44,0,6,0,3,24,2,6,89,62,337,71,2380,710,1369,3573,1048,941,258,1
Hampshire,Basingstoke & Deane,"131,684","131,684",42745,32.5%,"42,867",32.6%,"42,867",32.6%,0,24,0,98,0,122,"20,570",23,0,"20,593",16,"14,151",196,0,7,0,0,72,"20,497","34,923","13,942",23,165,"13,747",0,95,0,87,10,0,11,35,79,47,0,0,103,NC,NC,2834,933,2455,5409,1268,1044,259,
Hampshire,East Hampshire,"90,568","90,568",33368,36.8%,"33,433",36.9%,"33,578",37.1%,0,16,1,48,0,65,"14,289",19,0,"14,308",12,"9,738",125,3,4,0,0,37,"4,408","14,308","9,738",20,125,"9,593",47,184,6,149,9,4,9,44,28,50,0,0,72,NC,NC,2588,650,1841,4024,1256,749,210,
Hampshire,Eastleigh,"97,324","97,324",37425,38.5%,"37,485",38.5%,"37,677",38.7%,0,16,0,44,0,60,"19,820",34,0,"19,854",25,"14,233",30,0,9,0,0,54,"5,524","19,850","12,155",30,195,"14,041",20,94,1,179,0,0,0,38,119,32,0,0,68,1468,51,2684,811,1959,4157,1163,966,223,
Hampshire,Fareham,"89,737","89,737",32770,36.5%,"32,837",36.6%,"33,029",36.8%,0,6,1,57,3,67,"13,762",25,0,"13,783",4,"10,021",62,1,20,0,0,54,"3,625","13,783","10,021",114,53,"9,829",184,149,2,76,4,102,8,15,27,11,0,0,65,56,2,2551,932,1503,3772,904,1088,223,0
Hampshire,Gosport,"54,390","54,390",20380,37.5%,"20,416",37.5%,"20,584",37.8%,0,2,0,34,0,36,"7,838",25,0,"7,863",13,"5,549",49,0,12,0,0,15,"2,322","7,947","5,549",2,97,"5,381",0,131,4,139,2,0,0,43,36,18,7,23,43,215,6,1695,530,1107,2663,696,728,217,3
Hampshire,Hart,"70,757","70,757",27377,38.7%,"27,414",38.7%,"27,550",38.9%,0,16,0,21,0,37,"10,273",22,0,"10,295",13,"7,374",47,1,8,0,0,37,"2,828","10,295","7,374",41,109,"7,238",136,75,2,37,6,18,17,45,49,15,0,0,52,487,16,"2,302",541,1649,3668,1085,692,172,3
Hampshire,Havant,"95,450","95,450",28683,30.1%,"28,733",30.1%,"28,915",30.3%,0,17,0,33,0,50,"12,391",2,0,"12,393",0,"9,024",109,2,0,0,0,12,"3,256","11,920","9,024",115,76,"8,842",12,81,1,95,3,2,0,65,50,0,35,53,54,10018,26,2164,651,689,1969,628,450,175,8
Hampshire,New Forest,"140,311","140,311",48908,34.9%,"48,997",34.9%,"49,305",35.1%,0,17,2,70,0,89,"19,920",44,12,"19,976",50,"14,353",36,13,8,4,0,42,"9,462","23,918","14,353",110,113,"14,045",300,170,20,216,25,31,31,52,83,10,19,49,102,235,47,3190,1162,1098,2996,1014,661,281,4
Hampshire,Rushmoor,"66,220","66,220",20337,30.7%,"20,370",30.8%,"20,599",31.1%,0,8,0,25,0,33,"10,746",18,0,"10,764",59,"7,066",169,2,14,0,0,9,"3,504","10,764","7,066",98,64,"6,837",229,72,6,44,6,3,91,23,26,13,13,56,42,669,27,1898,637,1247,2763,711,844,260,4
Hampshire,Test Valley,"94,862","94,862",35342,37.3%,"35,403",37.3%,"35,600",37.5%,0,12,0,49,0,61,"17,117",39,0,"17,156",8,"11,901",37,6,25,0,0,28,"5,147","15,387","11,901",80,137,"11,704",217,105,9,208,7,66,7,58,67,12,0,1,94,914,4,3063,898,1836,4701,1152,1162,324,6
Hampshire,Winchester,"88,058","88,058",39624,45.0%,"39,685",45.1%,"39,919",45.3%,4,16,0,41,0,61,"15,983",323,0,"16,306",297,"12,094",96,4,22,0,0,98,"3,992","16,306","12,094",60,139,"11,860",210,49,2,127,3,32,25,86,44,9,11,45,90,3822,45,2848,1269,2886,4892,1229,1641,554,13
Hertfordshire,Broxbourne,"72,337","72,337",19588,27.1%,"19,634",27.1%,"19,767",27.3%,0,15,1,30,0,46,"12,570",8,0,"12,578",0,"7,984",149,0,8,0,0,7,"4,430","12,578","7,984",77,56,"7,851",133,52,0,23,20,6,26,25,30,0,1,25,36,329,57,1909,410,373,2155,45,445,62,
Hertfordshire,Dacorum,"110,774","110,774",37047,33.4%,"37,124",33.5%,"37,542",33.9%,3,32,2,40,0,77,"17,191",81,1,"17,273",15,"11,610",195,130,46,1,12,44,"5,268","16,706","11,610",111,351,"11,192",439,130,0,89,14,4,3,270,47,11,29,94,53,164,47,1150,705,1842,1587,271,2062,176,4
Hertfordshire,East Hertfordshire,"107,854","107,854",34991,32.4%,"35,057",32.5%,"35,057",32.5%,19,11,1,35,0,66,"17,307",20,0,"17,327",9,"11,442",152,5,6,0,0,75,"5,647","17,327","11,442",50,121,"11,271",171,,,,,,,,,,,,,,,,,,,,,,
Hertfordshire,Hertsmere,"76,361","76,361",22989,30.1%,"23,054",30.2%,"23,341",30.6%,0,24,0,41,0,65,"11,906",8,0,"11,912",1,"7,574",90,2,5,0,0,65,"4,176","10,513","7,574",155,132,"7,287",287,50,3,56,14,3,131,16,96,14,9,22,67,252,24,1948,973,1116,2219,184,645,92,
Hertfordshire,North Hertfordshire,"99,258","99,258",36538,36.8%,"36,630",36.9%,"37,040",37.3%,0,13,3,76,0,92,"16,823",26,0,"15,300","1,550","11,492",132,14,8,30,0,33,"5,127","16,836","11,492",96,171,"11,082",108,141,8,153,45,3,24,83,83,10,56,4,87,877,75,3522,3219,3436,3540,,1283,,
Hertfordshire,St Albans,"107,433","107,433",44371,41.3%,"44,449",41.4%,"44,746",41.7%,0,26,0,52,0,78,"17,803",48,0,"17,851",119,"13,139",192,4,44,4,0,35,"4,433","17,851","13,139",182,60,"12,842",297,125,3,78,16,9,155,12,47,17,10,45,75,1482,46,3502,1184,2657,6821,2511,1903,731,7
Hertfordshire,Stevenage,"63,710","63,710",21506,33.8%,"21,554",33.8%,"21,803",34.2%,0,10,0,38,0,48,"22,045",124,8,"22,192",140,"13,966",370,0,60,8,0,34,"7,754","22,192","13,966",42,151,"13,717",249,21,0,69,16,10,16,82,60,9,53,3,32,1003,352,1861,508,1469,2918,325,651,79,2
Hertfordshire,Three Rivers,"68,329","68,329",23588,34.5%,"23,641",34.6%,"23,874",34.9%,8,19,0,9,17,53,"9,240",6,0,"9,246",74,"6,293",182,0,6,0,0,33,"2,732","9,246","6,293",43,156,"6,060",232,82,0,29,0,0,0,119,7,30,,,,,,1767,497,1175,3152,847,652,201,
Hertfordshire,Watford,"69,798","69,798",22289,31.9%,"22,360",32.0%,"22,519",32.3%,0,22,0,49,0,71,"12,148",10,0,"12,158",0,"7,978",214,0,0,10,0,61,"3,885","12,148","7,978",33,90,"7,819",159,26,1,29,12,5,16,45,45,0,32,4,40,1176,98,2542,555,1041,2708,160,721,66,15
Hertfordshire,Welwyn Hatfield,"78,689","78,689",27421,34.8%,"27,474",34.9%,"27,562",35.0%,0,20,3,30,0,53,"12,806",16,0,"12,822",89,"9,164",185,0,16,0,0,30,"3,427","12,822","9,177",25,43,"9,076",96,81,3,126,9,6,11,4,37,1,26,2,53,1099,107,1842,484,1474,3589,430,646,87,7
Kent,Ashford,"92,888","92,888",27516,29.6%,"27,558",29.7%,"27,931",30.1%,0,9,0,32,1,42,"12,094",16,0,"12,110",6,"8,224",212,7,3,0,0,41,"3,618","12,105","8,224",184,107,"7,851",358,44,0,57,12,2,170,24,70,13,22,45,81,600,75,3808,988,1716,5996,1815,1420,476,1
Kent,Canterbury,"108,591","108,591",36753,33.8%,"36,815",33.9%,"36,888",34.0%,0,20,1,41,0,62,"13,386",13,0,"13,399",3,"9,556",126,2,8,0,0,23,"5,335","15,050","9,556",5,85,"9,344",189,184,0,206,1,2,2,29,51,5,0,0,84,773,94,"6,530","1,101","3,561","10,753","2,784","1,342",429,2
Kent,Dartford,"77,863","77,863",22143,28.4%,"22,184",28.5%,"22,291",28.6%,0,12,0,29,0,41,"11,419",9,0,"11,428",0,"7,461",225,0,9,0,0,32,"3,701","11,428","7,461",107,18,"7,354",164,24,1,26,9,12,20,9,52,6,16,23,53,587,15,2593,1114,1073,2890,185,994,89,1
Kent,Dover,"85,923","85,923",28108,32.7%,"28,156",32.8%,"28,390",33.0%,0,11,0,37,0,48,"14,276",25,111,"14,412",17,"9,625",231,0,8,0,0,55,"4,493","14,412","9,625",57,112,"9,391",189,112,0,61,30,1,26,30,71,11,65,10,63,854,103,1541,719,1389,2827,445,901,153,0
Kent,Gravesham,"75,793","75,793",18231,24.1%,"22,260",29.4%,"22,702",30.0%,0,4,0,24,1,29,"15,342",21,0,"15,363",11,"8,989",263,9,12,0,0,59,"6,031","15,363","8,989",16,329,"8,547",442,63,2,49,6,3,3,220,89,18,46,55,55,9000,560,1864,393,843,1973,59,1010,17,0
Kent,Maidstone,"119,377","119,377",35857,30.0%,"38,926",32.6%,"39,492",33.1%,1,24,3,41,0,69,"20,828",27,0,"20,855",17,"14,018",171,0,10,0,0,101,"6,555","20,855","13,911",0,127,"13,452",332,65,0,90,34,5,58,73,81,12,75,14,83,443,171,"3,016",1941,3280,4875,1612,2027,704,7
Kent,Sevenoaks,"87,995","87,995",27447,31.2%,"27,509",31.3%,"27,690",31.5%,0,21,0,41,0,62,"12,729",33,0,"12,762",18,"8,194",271,10,5,0,0,33,"4,249","12,762","8,194",36,70,"8,013",0,92,5,59,16,2,18,6,51,13,74,1,89,762,53,2839,609,1727,4465,1342,860,283,3
Kent,Shepway,"81,848","81,848",28182,34.4%,"28,216",34.5%,"28,383",34.7%,4,14,0,16,0,34,"15,928",26,0,"15,954",13,"10,761",132,0,13,0,0,6,"5,042","15,954",0,39,241,"10,594",0,103,0,111,16,4,19,105,100,36,0,0,58,,,2390,1018,1831,3766,794,1289,220,
Kent,Swale,"103,509","103,509",31820,30.7%,"31,871",30.8%,"31,978",30.9%,0,17,2,32,0,51,"14,414",9,0,"14,423",0,"9,631",416,4,5,0,0,90,"4,277","14,423","9,602",51,65,"9,524",116,125,2,46,19,6,26,3,59,2,22,24,71,371,327,223,747,1246,3761,187,855,107,9
Kent,Thanet,"100,781","100,781",31515,31.3%,"31,573",31.3%,"31,788",31.5%,0,22,1,35,0,58,"12,798",25,6,"12,829",12,"8,372",270,6,7,0,0,62,"3,671","12,469","8,269",45,157,"8,157",202,127,3,73,27,1,18,86,47,24,89,13,55,200,80,3575,1141,2125,5231,1362,1522,404,0
Kent,Tonbridge & Malling,"85,341","85,341",30859,36.2%,"30,922",36.2%,"31,108",36.5%,0,16,0,46,1,63,"15,704",124,0,"15,828",24,"10,787",169,0,24,67,0,43,"4,820","15,828","10,817",144,40,"10,601",208,68,2,58,34,8,102,6,30,5,1,23,66,10817,68,2870,578,234,3341,267,686,57,3
Kent,Tunbridge Wells,"82,149","82,149",28868,35.1%,"28,926",35.2%,"29,242",35.6%,0,16,0,42,0,58,"14,181",35,0,"14,216",19,"9,632",228,0,11,10,0,121,"4,224","14,216","9,632",21,248,"9,316",331,91,8,50,4,5,12,131,89,28,34,28,55,0,0,1411,773,1833,1971,460,728,121,11
Lancashire,Burnley,"64,981","64,981",20008,30.8%,"20,076",30.9%,"20,395",31.4%,0,17,0,51,0,68,"10,889",28,0,"10,917",14,"7,078",128,2,12,0,0,41,"3,644","10,905","7,078",109,130,"6,759",320,57,0,117,87,5,17,43,59,28,6,82,53,922,,980,616,783,1645,383,717,135,
Lancashire,Chorley,"84,030","84,030",33370,39.7%,"33,435",39.8%,"33,756",40.2%,1,19,1,44,0,65,"24,138",25,0,"24,163",0,"17,148",95,8,16,0,0,0,"6,896","24,163","17,148",351,40,"16,827",391,66,30,61,57,31,5,0,37,3,6,258,76,1780,15,2156,1340,1218,3150,109,1221,80,
Lancashire,Fylde,"60,356","60,356",22652,37.5%,"22,704",37.6%,"22,839",37.8%,0,12,1,39,0,52,"12,446",50,0,"12,496",43,"8,867",71,0,22,0,0,10,"3,526","12,496","8,867",109,31,"8,732",109,58,8,45,1,1,10,17,5,9,10,64,49,1013,4,1344,689,1152,1807,511,880,179,8
Lancashire,Hyndburn,"63,014","63,014",20541,32.6%,"20,609",32.7%,"20,784",33.0%,0,13,2,53,0,68,"11,087",5,0,"11,092",8,"7,467",79,4,1,0,0,57,"3,476","11,092","7,467",38,137,"7,292",164,113,0,71,11,10,17,46,55,19,0,0,53,596,6,1190,439,736,1207,0,687,0,0
Lancashire,Lancaster,"105,159","105,159",36507,34.7%,"36,599",34.8%,"36,828",35.0%,0,20,2,70,0,92,"14,754",17,0,"14,771",7,"10,847",83,3,14,0,0,22,"3,802","14,771","10,847",0,88,"10,618",123,181,1,70,0,0,0,5,28,55,14,21,107,858,14,4724,1506,3676,4155,442,2253,554,5
Lancashire,Pendle,"66,333","66,333",27864,42.0%,"27,951",42.1%,"28,161",42.5%,0,37,3,47,0,87,"11,877",32,0,"11,909",207,"8,502",55,4,20,0,0,36,"3,292","11,909","8,502",51,148,"8,292",227,745,2,81,22,8,21,53,79,16,4,17,60,1965,5,1920,929,939,2946,793,1372,317,
Lancashire,Preston,"94,568","94,568",32156,34.0%,"32,237",34.1%,"32,895",34.8%,3,16,1,61,0,81,"18,041",13,0,"18,054",9,"12,761",134,0,4,0,0,45,"5,110","18,054","12,761",80,142,"12,103",13,82,0,107,45,5,30,34,96,12,0,0,93,1542,NC,2565,909,2120,4250,1173,1102,261,
Lancashire,Ribble Valley,"46,037","46,037",15523,33.7%,"15,562",33.8%,"15,649",34.0%,3,5,0,31,0,39,"5,312",35,0,"5,342",35,"3,552",25,0,0,0,0,0,"1,765","5,342","3,552",14,70,"3,465",180,140,4,9,9,14,1,44,21,5,2,94,56,234,1,1059,727,968,1662,219,933,59,0
Lancashire,Rossendale,"51,370","51,370",18293,35.6%,"18,350",35.7%,"18,435",35.9%,0,15,0,42,0,57,"9,158",21,0,"9,179",10,"6,438",96,0,11,0,0,23,"2,611","9,179","6,438",28,57,"6,353",0,56,18,44,15,1,12,2,51,4,0,0,37,527,0,1657,556,1180,2561,683,735,194,
Lancashire,South Ribble,"84,058","84,058",30648,36.5%,"30,730",36.6%,"31,043",36.9%,6,19,8,49,0,82,"16,899",11,14,"16,924",15,"11,805",61,3,8,0,0,0,"5,047","16,924","11,805",31,85,"11,492",313,70,2,60,26,2,3,34,43,9,15,182,65,11493,23,1304,749,1022,2146,143,871,89,1
Lancashire,West Lancashire,"85,524","85,524",30239,35.4%,"30,346",35.5%,"30,458",35.6%,0,7,0,100,0,107,"15,395",27,0,"15,422",12,"10,594",210,8,6,0,0,42,"4,562","15,422","10,594",48,9,"10,482",112,132,16,65,35,24,21,3,4,0,26,Included in G,69,544,74,2071,564,920,2948,739,989,213,6
Lancashire,Wyre,"86,087","86,087",31337,36.4%,"31,398",36.5%,"31,752",36.9%,0,27,0,34,0,61,"20,934",65,0,"20,999",45,"14,441",0,4,16,0,0,81,"6,457","20,999","14,441",44,13,"14,087",0,67,0,118,33,6,5,8,2,3,0,0,76,565,3,1761,1084,1437,2617,589,1261,213,
Leicestershire,Blaby,"74,495","74,495",22032,29.6%,"22,084",29.6%,"22,217",29.8%,1,12,0,39,0,52,"9,876",13,0,"9,889",0,"6,551",85,1,10,2,0,16,"3,224","9,889","6,545",82,41,"6,418",0,38,1,76,12,33,25,10,27,4,15,17,36,317,72,1456,438,1067,2294,627,611,182,2
Leicestershire,Charnwood,"135,133","135,133",40881,30.3%,"40,968",30.3%,"41,230",30.5%,0,45,0,42,0,87,"18,269",34,0,"18,303",14,"12,026",151,5,15,0,0,50,"6,069","18,303","12,026",94,125,"11,764",262,109,0,134,42,4,38,38,87,10,32,9,72,703,137,5944,926,3129,10985,1634,1135,288,
Leicestershire,Harborough,"67,247","67,247",24861,37.0%,"24,931",37.1%,"24,926",37.1%,1,9,0,60,0,70,"12,331",39,5,"12,372",25,"8,004",65,3,11,2,0,43,"4,298","12,414","8,004",4,139,"7,901",3,121,1,85,0,0,0,45,4,49,0,0,80,15,4,1281,475,1314,2118,505,532,107,
Leicestershire,Hinckley & Bosworth,"85,515","85,515",30832,36.1%,"30,889",36.1%,"31,081",36.3%,0,7,1,49,0,57,"14,458",16,0,"14,474",6,"9,998",115,4,6,0,0,57,"4,294","14,474","8,936",63,129,"9,806",192,87,0,119,5,0,4,6,10,3,0,0,63,207,1,1876,628,1292,3048,719,762,198,1
Leicestershire,Melton,"38,899","38,899",12176,31.3%,"12,220",31.4%,"12,347",31.7%,0,16,0,28,0,44,"4,541",1,0,"4,542",52,"3,056",18,1,0,0,0,24,"1,443","4,542","3,056",22,60,"2,929",70,97,0,25,1,6,15,41,17,3,3,14,63,193,18,503,255,591,"1,008",168,297,62,0
Leicestershire,North West Leicestershire,"75,136","75,136",24103,32.1%,"24,158",32.2%,"24,347",32.4%,0,14,0,41,0,55,"10,217",5,0,"10,222",1,"7,036",13,1,4,0,0,6,"3,162","10,222","7,036",10,128,"6,847",189,53,0,117,5,1,4,81,37,10,12,39,66,101,8,1939,638,1285,2856,773,904,269,0
Leicestershire,Oadby & Wigston,"41,990","41,990",14359,34.2%,"14,383",34.3%,"14,440",34.4%,1,5,2,16,0,24,"7,305",18,0,"7,323",114,"4,748",220,0,18,0,0,37,"2,300","7,323","4,748",5,44,"4,691",57,29,2,25,1,1,3,15,21,7,12,16,26,570,250,1000,399,645,7659,587,721,261,25
Lincolnshire,Boston,"44,989","44,989",13853,30.8%,"13,885",30.9%,"14,134",31.4%,4,4,1,23,0,32,"7,657",4,0,"7,661",0,"5,307",61,4,0,0,0,39,"2,250","7,661","13,698",20,95,"5,058",115,34,1,55,18,2,0,50,22,24,20,69,43,253,24,1391,461,680,1897,402,622,134,
Lincolnshire,East Lindsey,"108,063","108,063",36390,33.7%,"36,538",33.8%,"36,787",34.0%,1,20,0,127,0,148,"17,674",11,0,"17,685",8,"11,851",86,0,3,0,0,0,"5,928","17,868","11,851",100,88,"11,602",0,152,0,130,17,41,42,46,36,6,1,9,140,0,0,2243,821,1587,3385,611,925,175,0
Lincolnshire,Lincoln,"62,556","62,556",20048,32.0%,"20,077",32.1%,"20,189",32.3%,0,8,1,20,0,29,"8,459",92,0,"8,551",195,"5,512",77,0,4,60,0,27,"2,853","8,551","5,512",0,56,"5,400",112,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire,North Kesteven,"86,550","86,550",27734,32.0%,"27,802",32.1%,"27,942",32.3%,0,16,1,51,0,68,"10,173",12,0,"10,183",6,"7,132",108,0,6,0,0,38,"2,899","10,183","7,132",2,51,"6,992",139,128,1,97,1,0,1,10,32,9,17,67,105,316,3,1623,831,1628,2317,621,1045,258,5
Lincolnshire,South Holland,"70,190","70,190",21237,30.3%,"21,323",30.4%,"21,372",30.4%,0,29,0,57,0,86,"9,976",84,0,"10,060",14,"6,361",13,8,55,18,3,83,"3,519","10,060","6,361",25,54,"6,312",9,78,1,68,11,4,11,13,39,7,0,0,67,211,,2349,472,806,3895,1178,698,255,0
Lincolnshire,South Kesteven,"107,327","107,327",34081,31.8%,"34,189",31.9%,"34,423",32.1%,0,25,0,53,0,108,"18,745",21,0,"18,766",9,"12,643",104,4,8,0,0,77,"5,930","18,766","12,643",16,107,"12,409",234,81,0,93,6,8,2,16,58,33,31,80,114,625,3,3057,926,1939,4934,1433,1214,331,13
Lincolnshire,West Lindsey,"73,038","73,038",23780,32.6%,"23,847",32.7%,"24,037",32.9%,2,26,16,23,0,67,"10,923",11,0,"10,934",3,"7,324",86,1,7,0,0,63,"3,442","10,934",0,0,157,"7,134",290,186,0,46,0,0,0,74,64,19,0,0,103,172,9,1066,536,1285,1537,339,574,113,
Norfolk,Breckland,"102,703","102,703",31997,31.2%,"32,136",31.3%,"32,301",31.5%,0,50,0,89,0,139,"14,462",49,0,"14,511",8,"9,385",0,5,36,0,0,87,"7,865","8,526","9,385",57,108,"9,220",0,153,0,374,32,3,22,26,72,10,0,0,114,438,9,3082,767,1665,4373,1255,959,254,
Norfolk,Broadland,"99,492","99,492",35428,35.6%,"35,514",35.7%,"35,673",35.9%,0,20,6,60,0,86,"16,104",3,0,"16,107",213,"11,011",110,3,8,23,0,21,"4,937","16,107","11,011",45,77,"10,852",165,100,3,280,10,17,18,23,50,2,36,5,64,690,93,1830,990,1514,2469,224,1137,121,10
Norfolk,Great Yarmouth,"73,288","73,288",22101,30.2%,"22,143",30.2%,"22,373",30.5%,0,8,0,34,0,42,"11,475",8,0,"11,483",132,"7,588",100,2,6,0,0,10,"3,777","11,483","7,588",191,39,"7,358",230,47,0,13,12,24,135,13,13,12,4,17,46,415,35,215,87,785,1855,128,758,74,12
