GEOGCD,GEOGNM,GEOGNMW,GEOGCD_P,GEOGNM_P,GEOGNMW_P,SI_ID,SI_TITLE,OPER_DATE,ENTITYCD,YEAR
E05011099,Dulwich Hill,,E05000547,Peckham Rye,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011099,Dulwich Hill,,E05000538,College,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011100,Dulwich Village,,E05000554,Village,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011100,Dulwich Village,,E05000551,South Camberwell,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011101,Dulwich Wood,,E05000538,College,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011102,Faraday,,E05000540,East Walworth,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011102,Faraday,,E05000541,Faraday,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011102,Faraday,,E05000544,Newington,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011102,Faraday,,E05000546,Peckham,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011103,Goose Green,,E05000533,The Lane,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011103,Goose Green,,E05000551,South Camberwell,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011103,Goose Green,,E05000547,Peckham Rye,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011103,Goose Green,,E05000544,Village,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011103,Goose Green,,E05000539,East Dulwich,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011104,London Bridge & West Bermondsey,,E05000537,Chaucer,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011104,London Bridge & West Bermondsey,,E05000542,Grange,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011104,London Bridge & West Bermondsey,,E05000548,Riverside,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011105,Newington,,E05000535,Camberwell Green,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011105,Newington,,E05000544,Newington,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011106,North Bermondsey,,E05000548,Riverside,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011106,North Bermondsey,,E05000549,Rotherhithe,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011107,North Walworth,,E05000541,Faraday,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011107,North Walworth,,E05000544,Newington,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011107,North Walworth,,E05000540,East Walworth,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011108,Nunhead & Queen's Road,,E05000543,Livesey,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011108,Nunhead & Queen's Road,,E05000545,Nunhead,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011108,Nunhead & Queen's Road,,E05000553,The Lane,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011109,Old Kent Road,,E05000540,East Walworth,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011109,Old Kent Road,,E05000550,South Bermondsey,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011109,Old Kent Road,,E05000545,Nunhead,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011109,Old Kent Road,,E05000543,Livesey,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011110,Peckham,,E05000534,Brunswick Park,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011110,Peckham,,E05000546,Peckham,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011111,Peckham Rye,,E05000545,Nunhead,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011111,Peckham Rye,,E05000547,Peckham Rye,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011112,Rotherhithe,,E05000543,Livesey,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011112,Rotherhithe,,E05000549,Rotherhithe,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011112,Rotherhithe,,E05000552,Surrey Docks,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011113,Rye Lane,,E05000551,South Camberwell,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011113,Rye Lane,,E05000553,The Lane,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011114,St George's,,E05000536,Cathedrals,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011115,St Giles,,E05000534,Brunswick Park,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011115,St Giles,,E05000535,Camberwell Green,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011115,St Giles,,E05000541,Faraday,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011115,St Giles,,E05000546,Peckham,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011115,St Giles,,E05000553,The Lane,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011116,South Bermondsey,,E05000550,South Bermondsey,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011116,South Bermondsey,,E05000542,Grange,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011116,South Bermondsey,,E05000543,Livesey,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011117,Surrey Docks,,E05000552,Surrey Docks,,1202/2016,The London Borough of Southwark (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011118,Acocks Green,,E05001178,Acocks Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011119,Allens Cross,,E05001194,Longbridge,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011119,Allens Cross,,E05001217,Weoley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011120,Alum Rock,,E05001190,Hodge Hill,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011120,Alum Rock,,E05001216,Washwood Heath,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011121,Aston,,E05001179,Aston,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011121,Aston,,E05001200,Perry Barr,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011122,Balsall Heath West,,E05001196,Moseley and Kings Heath,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011122,Balsall Heath West,,E05001207,Sparkbrook,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011122,Balsall Heath West,,E05001185,Edgbaston,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011123,Bartley Green,,E05001180,Bartley Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011124,Billesley,,E05001181,Billesley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011124,Billesley,,E05001184,Brandwood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011124,Billesley,,E05001208,Springfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011125,Birchfield,,E05001195,Lozells and East Handsworth,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011126,Bordesley & Highgate,,E05001182,Bordesley Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011126,Bordesley & Highgate,,E05001197,Nechells,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011127,Bordesley Green,,E05001206,South Yardley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011127,Bordesley Green,,E05001197,Nechells,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011127,Bordesley Green,,E05001182,Bordesley Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011128,Bournbrook & Selly Park,,E05001202,Selly Oak,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011129,Bournville & Cotteridge,,E05001183,Bournville,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011129,Bournville & Cotteridge,,E05001198,Northfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011129,Bournville & Cotteridge,,E05001202,Selly Oak,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011130,Brandwood & King's Heath,,E05001183,Bournville,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011130,Brandwood & King's Heath,,E05001184,Brandwood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011130,Brandwood & King's Heath,,E05001196,Moseley and Kings Heath,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011131,Bromford & Hodge Hill,,E05001203,Shard End,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011131,Bromford & Hodge Hill,,E05001190,Hodge Hill,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011132,Castle Vale,,E05001215,Tyburn,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011133,Druids Heath & Monyhull,,E05001184,Brandwood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011134,Edgbaston,,E05001185,Edgbaston,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011135,Erdington,,E05001186,Erdington,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011135,Erdington,,E05001192,Kingstanding,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011136,Frankley Great Park,,E05001194,Longbridge,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011137,Garretts Green,,E05001204,Sheldon,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011137,Garretts Green,,E05001209,Stechford and Yardley North,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011138,Glebe Farm & Tile Cross,,E05001216,Washwood Heath,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011138,Glebe Farm & Tile Cross,,E05001209,Stechford and Yardley North,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011138,Glebe Farm & Tile Cross,,E05001203,Shard End,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011139,Gravelly Hill,,E05001215,Tyburn,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011139,Gravelly Hill,,E05001210,Stockland Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011140,Hall Green North,,E05001178,Acocks Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011140,Hall Green North,,E05001187,Hall Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011140,Hall Green North,,E05001208,Springfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011141,Hall Green South,,E05001187,Hall Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011142,Handsworth,,E05001188,Handsworth Wood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011142,Handsworth,,E05001195,Lozells and East Handsworth,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011143,Handsworth Wood,,E05001188,Handsworth Wood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011143,Handsworth Wood,,E05001195,Lozells and East Handsworth,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011144,Harborne,,E05001189,Harborne,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011144,Harborne,,E05001201,Quinton,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011144,Harborne,,E05001180,Bartley Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011145,Heartlands,,E05001182,Bordesley Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011146,Highter's Heath,,E05001181,Billesley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011147,Holyhead,,E05001188,Handsworth Wood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011147,Holyhead,,E05001205,Soho,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011148,King's Norton North,,E05001191,Kings Norton,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011148,King's Norton North,,E05001198,Northfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011148,King's Norton North,,E05001184,Brandwood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011149,King's Norton South,,E05001191,Kings Norton,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011150,Kingstanding,,E05001192,Kingstanding,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011150,Kingstanding,,E05001199,Oscott,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011151,Ladywood,,E05001193,Ladywood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011151,Ladywood,,E05001197,Nechells,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011152,Longbridge & West Heath,,E05001191,Kings Norton,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011152,Longbridge & West Heath,,E05001194,Longbridge,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011152,Longbridge & West Heath,,E05001198,Northfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011153,Lozells,,E05001179,Aston,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011153,Lozells,,E05001195,Lozells and East Handsworth,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011154,Moseley,,E05001207,Sparkbrook,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011154,Moseley,,E05001208,Springfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011154,Moseley,,E05001196,Moseley and Kings Heath,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011155,Nechells,,E05001197,Nechells,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011156,Newtown,,E05001179,Aston,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011156,Newtown,,E05001193,Ladywood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011156,Newtown,,E05001195,Lozells and East Handsworth,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011157,North Edgbaston,,E05001193,Ladywood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011157,North Edgbaston,,E05001189,Harborne,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011157,North Edgbaston,,E05001185,Edgbaston,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011157,North Edgbaston,,E05001205,Soho,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011158,Northfield,,E05001194,Longbridge,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011158,Northfield,,E05001198,Northfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011158,Northfield,,E05001217,Weoley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011159,Oscott,,E05001199,Oscott,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011160,Perry Barr,,E05001199,Oscott,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011160,Perry Barr,,E05001200,Perry Barr,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011161,Perry Common,,E05001192,Kingstanding,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011161,Perry Common,,E05001186,Erdington,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011162,Pype Hayes,,E05001186,Erdington,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011162,Pype Hayes,,E05001215,Tyburn,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011163,Quinton,,E05001201,Quinton,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011164,Rubery & Rednal,,E05001194,Longbridge,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011165,Shard End,,E05001203,Shard End,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011166,Sheldon,,E05001204,Sheldon,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011167,Small Heath,,E05001182,Bordesley Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011167,Small Heath,,E05001206,South Yardley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011168,Soho & Jewellery Quarter,,E05001205,Soho,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011168,Soho & Jewellery Quarter,,E05001193,Ladywood,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011169,South Yardley,,E05001206,South Yardley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011170,Sparkbrook & Balsall Heath East,,E05001178,Acocks Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011170,Sparkbrook & Balsall Heath East,,E05001196,Moseley and Kings Heath,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011170,Sparkbrook & Balsall Heath East,,E05001206,South Yardley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011170,Sparkbrook & Balsall Heath East,,E05001207,Sparkbrook,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011170,Sparkbrook & Balsall Heath East,,E05001208,Springfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011171,Sparkhill,,E05001208,Springfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011172,Stirchley,,E05001183,Bournville,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011172,Stirchley,,E05001196,Moseley and Kings Heath,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011173,Stockland Green,,E05001192,Kingstanding,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011173,Stockland Green,,E05001210,Stockland Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011174,Sutton Four Oaks,,E05001213,Sutton Trinity,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011174,Sutton Four Oaks,,E05001211,Sutton Four Oaks,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011175,Sutton Mere Green,,E05001211,Sutton Four Oaks,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011175,Sutton Mere Green,,E05001213,Sutton Trinity,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011176,Sutton Reddicap,,E05001212,Sutton New Hall,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011176,Sutton Reddicap,,E05001213,Sutton Trinity,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011177,Sutton Roughley,,E05001211,Sutton Four Oaks,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011177,Sutton Roughley,,E05001213,Sutton Trinity,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011178,Sutton Trinity,,E05001211,Sutton Four Oaks,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011178,Sutton Trinity,,E05001213,Sutton Trinity,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011178,Sutton Trinity,,E05001214,Sutton Vesey,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011179,Sutton Vesey,,E05001186,Erdington,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011179,Sutton Vesey,,E05001211,Sutton Four Oaks,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011179,Sutton Vesey,,E05001214,Sutton Vesey,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011180,Sutton Walmley & Minworth,,E05001212,Sutton New Hall,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011180,Sutton Walmley & Minworth,,E05001213,Sutton Trinity,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011181,Sutton Wylde Green,,E05001214,Sutton Vesey,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011181,Sutton Wylde Green,,E05001212,Sutton New Hall,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011181,Sutton Wylde Green,,E05001213,Sutton Trinity,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011182,Tyseley & Hay Mills,,E05001208,Springfield,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011182,Tyseley & Hay Mills,,E05001178,Acocks Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011182,Tyseley & Hay Mills,,E05001206,South Yardley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011183,Ward End,,E05001190,Hodge Hill,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011183,Ward End,,E05001216,Washwood Heath,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011184,Weoley & Selly Oak,,E05001180,Bartley Green,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011184,Weoley & Selly Oak,,E05001202,Selly Oak,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011184,Weoley & Selly Oak,,E05001217,Weoley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011185,Yardley East,,E05001209,Stechford and Yardley North,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011186,Yardley West & Stechford,,E05001206,South Yardley,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011186,Yardley West & Stechford,,E05001209,Stechford and Yardley North,,1140/2016,The City of Birmingham (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011187,Bishopstoke,,E05004498,Bishopstoke West,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011187,Bishopstoke,,E05004506,Fair Oak and Horton Heath,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011187,Bishopstoke,,E05004497,Bishopstoke East,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011188,Botley,,E05004499,Botley,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011189,Bursledon & Hound North,,E05004500,Bursledon and Old Netley,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011189,Bursledon & Hound North,,E05004507,Hamble-le-Rice and Butlocks Heath,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011190,Chandler's Ford,,E05004501,Chandler's Ford East,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011190,Chandler's Ford,,E05004502,Chandler's Ford West,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011191,Eastleigh Central,,E05004503,Eastleigh Central,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
