WDCD,WDNM,MDCD,MDNM,GORCD,GORNM,CTRYCD,CTRYNM
E05011120,Alum Rock,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011121,Aston,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011122,Balsall Heath West,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011123,Bartley Green,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011124,Billesley,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011125,Birchfield,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011126,Bordesley & Highgate,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011127,Bordesley Green,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011128,Bournbrook & Selly Park,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011129,Bournville & Cotteridge,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011130,Brandwood & King's Heath,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011131,Bromford & Hodge Hill,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011132,Castle Vale,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011133,Druids Heath & Monyhull,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011134,Edgbaston,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011135,Erdington,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011136,Frankley Great Park,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011137,Garretts Green,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011138,Glebe Farm & Tile Cross,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011139,Gravelly Hill,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011140,Hall Green North,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011141,Hall Green South,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011142,Handsworth,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011143,Handsworth Wood,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011144,Harborne,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011145,Heartlands,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011146,Highter's Heath,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011147,Holyhead,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011148,King's Norton North,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011149,King's Norton South,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011150,Kingstanding,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011151,Ladywood,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011152,Longbridge & West Heath,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011153,Lozells,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011154,Moseley,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011155,Nechells,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011156,Newtown,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011157,North Edgbaston,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011158,Northfield,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011159,Oscott,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011160,Perry Barr,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011161,Perry Common,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011162,Pype Hayes,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011163,Quinton,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011164,Rubery & Rednal,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011165,Shard End,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011166,Sheldon,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011167,Small Heath,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011168,Soho & Jewellery Quarter,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011169,South Yardley,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011170,Sparkbrook & Balsall Heath East,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011171,Sparkhill,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011172,Stirchley,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011173,Stockland Green,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011174,Sutton Four Oaks,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011175,Sutton Mere Green,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011176,Sutton Reddicap,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011177,Sutton Roughley,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011178,Sutton Trinity,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011179,Sutton Vesey,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011180,Sutton Walmley & Minworth,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011181,Sutton Wylde Green,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011182,Tyseley & Hay Mills,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011183,Ward End,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011184,Weoley & Selly Oak,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011185,Yardley East,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011186,Yardley West & Stechford,E08000025,Birmingham,E12000005,West Midlands,E92000001,England
E05011350,Ancoats & Beswick,E08000003,Manchester,E12000002,North West,E92000001,England
E05011351,Ardwick,E08000003,Manchester,E12000002,North West,E92000001,England
E05011352,Baguley,E08000003,Manchester,E12000002,North West,E92000001,England
E05011353,Brooklands,E08000003,Manchester,E12000002,North West,E92000001,England
E05011354,Burnage,E08000003,Manchester,E12000002,North West,E92000001,England
E05011355,Charlestown,E08000003,Manchester,E12000002,North West,E92000001,England
E05011356,Cheetham,E08000003,Manchester,E12000002,North West,E92000001,England
E05011357,Chorlton,E08000003,Manchester,E12000002,North West,E92000001,England
E05011358,Chorlton Park,E08000003,Manchester,E12000002,North West,E92000001,England
E05011359,Clayton & Openshaw,E08000003,Manchester,E12000002,North West,E92000001,England
E05011360,Crumpsall,E08000003,Manchester,E12000002,North West,E92000001,England
E05011361,Deansgate,E08000003,Manchester,E12000002,North West,E92000001,England
E05011362,Didsbury East,E08000003,Manchester,E12000002,North West,E92000001,England
E05011363,Didsbury West,E08000003,Manchester,E12000002,North West,E92000001,England
E05011364,Fallowfield,E08000003,Manchester,E12000002,North West,E92000001,England
E05011365,Gorton & Abbey Hey,E08000003,Manchester,E12000002,North West,E92000001,England
E05011366,Harpurhey,E08000003,Manchester,E12000002,North West,E92000001,England
E05011367,Higher Blackley,E08000003,Manchester,E12000002,North West,E92000001,England
E05011368,Hulme,E08000003,Manchester,E12000002,North West,E92000001,England
E05011369,Levenshulme,E08000003,Manchester,E12000002,North West,E92000001,England
E05011370,Longsight,E08000003,Manchester,E12000002,North West,E92000001,England
E05011371,Miles Platting & Newton Heath,E08000003,Manchester,E12000002,North West,E92000001,England
E05011372,Moss Side,E08000003,Manchester,E12000002,North West,E92000001,England
E05011373,Moston,E08000003,Manchester,E12000002,North West,E92000001,England
E05011374,Northenden,E08000003,Manchester,E12000002,North West,E92000001,England
E05011375,Old Moat,E08000003,Manchester,E12000002,North West,E92000001,England
E05011376,Piccadilly,E08000003,Manchester,E12000002,North West,E92000001,England
E05011377,Rusholme,E08000003,Manchester,E12000002,North West,E92000001,England
E05011378,Sharston,E08000003,Manchester,E12000002,North West,E92000001,England
E05011379,Whalley Range,E08000003,Manchester,E12000002,North West,E92000001,England
E05011380,Withington,E08000003,Manchester,E12000002,North West,E92000001,England
E05011381,Woodhouse Park,E08000003,Manchester,E12000002,North West,E92000001,England
E05011382,Adel & Wharfedale,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011383,Alwoodley,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011384,Ardsley & Robin Hood,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011385,Armley,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011386,Beeston & Holbeck,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011387,Bramley & Stanningley,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011388,Burmantofts & Richmond Hill,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011389,Calverley & Farsley,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011390,Chapel Allerton,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011391,Cross Gates & Whinmoor,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011392,Farnley & Wortley,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011393,Garforth & Swillington,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011394,Gipton & Harehills,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011395,Guiseley & Rawdon,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011396,Harewood,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011397,Headingley & Hyde Park,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011398,Horsforth,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011399,Hunslet & Riverside,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011400,Killingbeck & Seacroft,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011401,Kippax & Methley,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011402,Kirkstall,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011403,Little London & Woodhouse,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011404,Middleton Park,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011405,Moortown,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011406,Morley North,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011407,Morley South,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011408,Otley & Yeadon,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011409,Pudsey,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011410,Rothwell,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011411,Roundhay,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011412,Temple Newsam,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011413,Weetwood,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011414,Wetherby,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011436,Arthur's Hill,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011437,Benwell & Scotswood,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011438,Blakelaw,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011439,Byker,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011440,Callerton & Throckley,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011441,Castle,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011442,Chapel,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011443,Dene & South Gosforth,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011444,Denton & Westerhope,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011445,Elswick,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011446,Fawdon & West Gosforth,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011447,Gosforth,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011448,Heaton,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011449,Kenton,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011450,Kingston Park South & Newbiggin Hall,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011451,Lemington,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011452,Manor Park,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011453,Monument,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011454,North Jesmond,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011455,Ouseburn,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011456,Parklands,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011457,South Jesmond,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011458,Walker,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011459,Walkergate,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011460,West Fenham,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011461,Wingrove,E08000021,Newcastle upon Tyne,E12000001,North East,E92000001,England
E05011546,Garforth & Swillington,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011547,Horsforth,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011548,Kippax & Methley,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011549,Otley & Yeadon,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011550,Rothwell,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
E05011551,Temple Newsam,E08000035,Leeds,E12000003,Yorkshire and The Humber,E92000001,England
